"Common_name","State","Source","Year","set_tows","total_lengths","total_ages","total_otoliths"
"greenstriped rockfish","OR","NWFSC WCGBTS",2012,59,818,0,256
"greenstriped rockfish","OR","NWFSC WCGBTS",2013,38,486,0,150
"greenstriped rockfish","OR","NWFSC WCGBTS",2014,62,866,0,243
"greenstriped rockfish","OR","NWFSC WCGBTS",2015,59,743,0,255
"greenstriped rockfish","OR","NWFSC WCGBTS",2016,67,1002,0,329
"greenstriped rockfish","OR","NWFSC WCGBTS",2017,78,954,0,310
"greenstriped rockfish","OR","NWFSC WCGBTS",2018,79,1089,0,331
"greenstriped rockfish","OR","NWFSC WCGBTS",2019,39,419,0,150
"greenstriped rockfish","OR","NWFSC WCGBTS",2021,70,825,0,264
"greenstriped rockfish","OR","NWFSC WCGBTS",2022,68,852,0,290
"greenstriped rockfish","OR","NWFSC WCGBTS",2023,48,627,0,200
"greenstriped rockfish","OR","NWFSC WCGBTS",2024,55,676,0,242
"greenstriped rockfish","WA","NWFSC WCGBTS",2003,43,1306,154,1
"greenstriped rockfish","WA","NWFSC WCGBTS",2004,27,517,104,1
"greenstriped rockfish","WA","NWFSC WCGBTS",2005,34,906,113,28
"greenstriped rockfish","WA","NWFSC WCGBTS",2006,30,418,89,27
"greenstriped rockfish","WA","NWFSC WCGBTS",2007,33,601,139,0
"greenstriped rockfish","WA","NWFSC WCGBTS",2008,28,383,110,2
"greenstriped rockfish","WA","NWFSC WCGBTS",2009,33,516,0,133
"greenstriped rockfish","WA","NWFSC WCGBTS",2010,45,759,0,210
"greenstriped rockfish","WA","NWFSC WCGBTS",2011,39,566,0,165
"greenstriped rockfish","WA","NWFSC WCGBTS",2012,33,469,0,140
"greenstriped rockfish","WA","NWFSC WCGBTS",2013,22,301,0,91
"greenstriped rockfish","WA","NWFSC WCGBTS",2014,31,409,0,126
"greenstriped rockfish","WA","NWFSC WCGBTS",2015,39,434,0,146
"greenstriped rockfish","WA","NWFSC WCGBTS",2016,25,436,0,137
"greenstriped rockfish","WA","NWFSC WCGBTS",2017,30,378,0,116
"greenstriped rockfish","WA","NWFSC WCGBTS",2018,40,440,0,139
"greenstriped rockfish","WA","NWFSC WCGBTS",2019,12,164,0,52
"greenstriped rockfish","WA","NWFSC WCGBTS",2021,18,296,0,80
"greenstriped rockfish","WA","NWFSC WCGBTS",2022,14,204,0,61
"greenstriped rockfish","WA","NWFSC WCGBTS",2023,27,390,0,125
"greenstriped rockfish","WA","NWFSC WCGBTS",2024,33,462,0,138
"kelp greenling","OR","NWFSC WCGBTS",2003,5,47,0,0
"kelp greenling","OR","NWFSC WCGBTS",2004,10,89,0,0
"kelp greenling","OR","NWFSC WCGBTS",2005,7,33,0,33
"kelp greenling","OR","NWFSC WCGBTS",2006,4,15,0,15
"kelp greenling","OR","NWFSC WCGBTS",2007,3,30,0,30
"kelp greenling","OR","NWFSC WCGBTS",2008,3,18,0,18
"kelp greenling","OR","NWFSC WCGBTS",2009,6,19,0,19
"kelp greenling","OR","NWFSC WCGBTS",2010,15,41,0,41
"kelp greenling","OR","NWFSC WCGBTS",2011,17,91,0,89
"kelp greenling","OR","NWFSC WCGBTS",2012,3,6,0,6
"kelp greenling","OR","NWFSC WCGBTS",2013,7,13,0,13
"kelp greenling","OR","NWFSC WCGBTS",2014,9,25,0,23
"kelp greenling","OR","NWFSC WCGBTS",2015,4,17,0,16
"kelp greenling","OR","NWFSC WCGBTS",2016,5,47,0,39
"kelp greenling","OR","NWFSC WCGBTS",2017,6,25,0,21
"kelp greenling","OR","NWFSC WCGBTS",2018,11,48,0,44
"kelp greenling","OR","NWFSC WCGBTS",2019,2,6,0,6
"kelp greenling","OR","NWFSC WCGBTS",2021,7,25,0,25
"kelp greenling","OR","NWFSC WCGBTS",2022,8,40,0,28
"kelp greenling","OR","NWFSC WCGBTS",2023,2,18,0,18
"kelp greenling","OR","NWFSC WCGBTS",2024,4,20,0,20
"kelp greenling","WA","NWFSC WCGBTS",2003,3,10,0,0
"kelp greenling","WA","NWFSC WCGBTS",2004,2,8,0,0
"kelp greenling","WA","NWFSC WCGBTS",2005,1,1,0,0
"kelp greenling","WA","NWFSC WCGBTS",2006,3,8,0,8
"kelp greenling","WA","NWFSC WCGBTS",2007,3,7,0,7
"kelp greenling","WA","NWFSC WCGBTS",2008,1,1,0,1
"kelp greenling","WA","NWFSC WCGBTS",2009,1,6,0,6
"kelp greenling","WA","NWFSC WCGBTS",2010,1,5,0,5
"kelp greenling","WA","NWFSC WCGBTS",2011,3,13,0,13
"kelp greenling","WA","NWFSC WCGBTS",2012,5,19,0,18
"kelp greenling","WA","NWFSC WCGBTS",2013,4,10,0,10
"kelp greenling","WA","NWFSC WCGBTS",2014,3,10,0,10
"kelp greenling","WA","NWFSC WCGBTS",2015,2,11,0,11
"kelp greenling","WA","NWFSC WCGBTS",2016,4,30,0,30
"kelp greenling","WA","NWFSC WCGBTS",2017,4,19,0,19
"kelp greenling","WA","NWFSC WCGBTS",2018,5,24,0,24
"kelp greenling","WA","NWFSC WCGBTS",2021,2,4,0,4
"kelp greenling","WA","NWFSC WCGBTS",2022,3,5,0,5
"kelp greenling","WA","NWFSC WCGBTS",2023,2,10,0,10
"kelp greenling","WA","NWFSC WCGBTS",2024,4,13,0,13
"lingcod north","CA","NWFSC WCGBTS",2003,21,213,154,1
"lingcod north","CA","NWFSC WCGBTS",2004,11,60,40,2
"lingcod north","CA","NWFSC WCGBTS",2005,23,259,135,3
"lingcod north","CA","NWFSC WCGBTS",2006,8,144,51,3
"lingcod north","CA","NWFSC WCGBTS",2007,14,108,72,1
"lingcod north","CA","NWFSC WCGBTS",2008,7,15,15,0
"lingcod north","CA","NWFSC WCGBTS",2009,22,143,45,42
"lingcod north","CA","NWFSC WCGBTS",2010,18,53,28,25
"lingcod north","CA","NWFSC WCGBTS",2011,22,82,34,31
"lingcod north","CA","NWFSC WCGBTS",2012,22,114,29,41
"lingcod north","CA","NWFSC WCGBTS",2013,18,131,43,25
"lingcod north","CA","NWFSC WCGBTS",2014,22,247,38,40
"lingcod north","CA","NWFSC WCGBTS",2015,22,188,37,34
"lingcod north","CA","NWFSC WCGBTS",2016,20,144,40,26
"lingcod north","CA","NWFSC WCGBTS",2017,26,170,0,85
"lingcod north","CA","NWFSC WCGBTS",2018,20,94,17,48
"lingcod north","CA","NWFSC WCGBTS",2019,5,9,2,7
"lingcod north","CA","NWFSC WCGBTS",2021,16,57,0,49
"lingcod north","CA","NWFSC WCGBTS",2022,14,43,0,32
"lingcod north","CA","NWFSC WCGBTS",2023,18,99,0,42
"lingcod north","CA","NWFSC WCGBTS",2024,21,150,0,60
"lingcod north","OR","NWFSC WCGBTS",2003,48,350,208,2
"lingcod north","OR","NWFSC WCGBTS",2004,59,453,310,8
"lingcod north","OR","NWFSC WCGBTS",2005,72,411,345,6
"lingcod north","OR","NWFSC WCGBTS",2006,81,474,319,7
"lingcod north","OR","NWFSC WCGBTS",2007,75,253,194,41
"lingcod north","OR","NWFSC WCGBTS",2008,71,348,264,3
"lingcod north","OR","NWFSC WCGBTS",2009,66,272,117,119
"lingcod north","OR","NWFSC WCGBTS",2010,76,440,128,137
"lingcod north","OR","NWFSC WCGBTS",2011,83,655,162,187
"lingcod north","OR","NWFSC WCGBTS",2012,80,541,131,112
"lingcod north","OR","NWFSC WCGBTS",2013,67,362,128,80
"lingcod north","OR","NWFSC WCGBTS",2014,86,625,113,161
"lingcod north","OR","NWFSC WCGBTS",2015,67,413,110,81
"lingcod north","OR","NWFSC WCGBTS",2016,89,714,128,129
"lingcod north","OR","NWFSC WCGBTS",2017,95,554,0,268
"lingcod north","OR","NWFSC WCGBTS",2018,75,475,62,151
"lingcod north","OR","NWFSC WCGBTS",2019,47,203,63,114
"lingcod north","OR","NWFSC WCGBTS",2021,82,649,0,272
"lingcod north","OR","NWFSC WCGBTS",2022,75,452,0,212
"lingcod north","OR","NWFSC WCGBTS",2023,64,348,0,153
"lingcod north","OR","NWFSC WCGBTS",2024,90,527,0,281
"lingcod north","WA","NWFSC WCGBTS",2003,42,319,206,5
"lingcod north","WA","NWFSC WCGBTS",2004,29,114,109,3
"lingcod north","WA","NWFSC WCGBTS",2005,26,100,99,1
"lingcod north","WA","NWFSC WCGBTS",2006,37,164,151,1
"lingcod north","WA","NWFSC WCGBTS",2007,41,196,132,27
"lingcod north","WA","NWFSC WCGBTS",2008,41,190,167,1
"lingcod north","WA","NWFSC WCGBTS",2009,37,160,73,85
"lingcod north","WA","NWFSC WCGBTS",2010,51,628,133,119
"lingcod north","WA","NWFSC WCGBTS",2011,56,488,112,109
"lingcod north","WA","NWFSC WCGBTS",2012,41,398,65,66
"lingcod north","WA","NWFSC WCGBTS",2013,32,190,80,21
"lingcod north","WA","NWFSC WCGBTS",2014,42,567,70,49
"lingcod north","WA","NWFSC WCGBTS",2015,49,344,95,55
"lingcod north","WA","NWFSC WCGBTS",2016,33,145,36,49
"lingcod north","WA","NWFSC WCGBTS",2017,35,246,0,90
"lingcod north","WA","NWFSC WCGBTS",2018,29,227,26,82
"lingcod north","WA","NWFSC WCGBTS",2019,27,144,28,68
"lingcod north","WA","NWFSC WCGBTS",2021,40,404,0,136
"lingcod north","WA","NWFSC WCGBTS",2022,28,323,0,90
"lingcod north","WA","NWFSC WCGBTS",2023,48,556,0,139
"lingcod north","WA","NWFSC WCGBTS",2024,49,781,0,149
"lingcod south","CA","NWFSC WCGBTS",2003,73,436,295,9
"lingcod south","CA","NWFSC WCGBTS",2004,71,740,368,12
"lingcod south","CA","NWFSC WCGBTS",2005,76,328,261,15
"lingcod south","CA","NWFSC WCGBTS",2006,44,193,161,3
"lingcod south","CA","NWFSC WCGBTS",2007,39,88,85,0
"lingcod south","CA","NWFSC WCGBTS",2008,72,610,395,15
"lingcod south","CA","NWFSC WCGBTS",2009,95,527,245,236
"lingcod south","CA","NWFSC WCGBTS",2010,89,799,225,229
"lingcod south","CA","NWFSC WCGBTS",2011,105,628,211,199
"lingcod south","CA","NWFSC WCGBTS",2012,105,1127,181,196
"lingcod south","CA","NWFSC WCGBTS",2013,71,639,112,133
"lingcod south","CA","NWFSC WCGBTS",2014,112,1446,254,186
"lingcod south","CA","NWFSC WCGBTS",2015,106,886,193,151
"lingcod south","CA","NWFSC WCGBTS",2016,88,750,162,155
"lingcod south","CA","NWFSC WCGBTS",2017,93,639,286,30
"lingcod south","CA","NWFSC WCGBTS",2018,101,759,295,38
"lingcod south","CA","NWFSC WCGBTS",2019,45,196,141,20
"lingcod south","CA","NWFSC WCGBTS",2021,87,365,0,244
"lingcod south","CA","NWFSC WCGBTS",2022,65,247,0,223
"lingcod south","CA","NWFSC WCGBTS",2023,58,255,0,173
"lingcod south","CA","NWFSC WCGBTS",2024,59,263,0,224
"longnose skate","CA","NWFSC WCGBTS",2003,142,1435,0,0
"longnose skate","CA","NWFSC WCGBTS",2004,137,1623,0,0
"longnose skate","CA","NWFSC WCGBTS",2005,196,2130,0,0
"longnose skate","CA","NWFSC WCGBTS",2006,181,0,0,0
"longnose skate","CA","NWFSC WCGBTS",2007,189,305,0,0
"longnose skate","CA","NWFSC WCGBTS",2008,209,1909,0,0
"longnose skate","CA","NWFSC WCGBTS",2009,183,1772,0,0
"longnose skate","CA","NWFSC WCGBTS",2010,216,1962,0,0
"longnose skate","CA","NWFSC WCGBTS",2011,207,1650,170,46
"longnose skate","CA","NWFSC WCGBTS",2012,223,2105,166,30
"longnose skate","CA","NWFSC WCGBTS",2013,143,1378,0,0
"longnose skate","CA","NWFSC WCGBTS",2014,224,2209,0,0
"longnose skate","CA","NWFSC WCGBTS",2015,220,2288,0,0
"longnose skate","CA","NWFSC WCGBTS",2016,213,2064,0,207
"longnose skate","CA","NWFSC WCGBTS",2017,214,2074,0,226
"longnose skate","CA","NWFSC WCGBTS",2018,227,2210,0,226
"longnose skate","CA","NWFSC WCGBTS",2019,119,807,0,117
"longnose skate","CA","NWFSC WCGBTS",2021,208,1831,0,205
"longnose skate","CA","NWFSC WCGBTS",2022,209,1800,0,0
"longnose skate","CA","NWFSC WCGBTS",2023,208,1721,0,0
"longnose skate","CA","NWFSC WCGBTS",2024,176,1247,0,172
"longnose skate","OR","NWFSC WCGBTS",2003,84,680,0,0
"longnose skate","OR","NWFSC WCGBTS",2004,94,746,0,0
"longnose skate","OR","NWFSC WCGBTS",2005,133,760,0,0
"longnose skate","OR","NWFSC WCGBTS",2006,152,0,0,0
"longnose skate","OR","NWFSC WCGBTS",2007,153,374,0,0
"longnose skate","OR","NWFSC WCGBTS",2008,129,961,0,0
"longnose skate","OR","NWFSC WCGBTS",2009,115,786,0,0
"longnose skate","OR","NWFSC WCGBTS",2010,120,826,0,0
"longnose skate","OR","NWFSC WCGBTS",2011,141,797,111,27
"longnose skate","OR","NWFSC WCGBTS",2012,144,1082,116,4
"longnose skate","OR","NWFSC WCGBTS",2013,103,806,0,0
"longnose skate","OR","NWFSC WCGBTS",2014,133,1031,0,0
"longnose skate","OR","NWFSC WCGBTS",2015,137,1101,0,0
"longnose skate","OR","NWFSC WCGBTS",2016,168,1469,0,168
"longnose skate","OR","NWFSC WCGBTS",2017,162,1178,0,155
"longnose skate","OR","NWFSC WCGBTS",2018,146,987,0,144
"longnose skate","OR","NWFSC WCGBTS",2019,67,567,0,66
"longnose skate","OR","NWFSC WCGBTS",2021,143,926,0,142
"longnose skate","OR","NWFSC WCGBTS",2022,142,1040,0,1
"longnose skate","OR","NWFSC WCGBTS",2023,132,1035,0,0
"longnose skate","OR","NWFSC WCGBTS",2024,145,947,0,143
"longnose skate","WA","NWFSC WCGBTS",2003,63,540,0,0
"longnose skate","WA","NWFSC WCGBTS",2004,43,241,0,0
"longnose skate","WA","NWFSC WCGBTS",2005,54,385,0,0
"longnose skate","WA","NWFSC WCGBTS",2006,49,0,0,0
"longnose skate","WA","NWFSC WCGBTS",2007,71,182,0,0
"longnose skate","WA","NWFSC WCGBTS",2008,57,513,0,0
"longnose skate","WA","NWFSC WCGBTS",2009,66,558,0,0
"longnose skate","WA","NWFSC WCGBTS",2010,72,674,0,0
"longnose skate","WA","NWFSC WCGBTS",2011,75,544,40,31
"longnose skate","WA","NWFSC WCGBTS",2012,58,435,44,6
"longnose skate","WA","NWFSC WCGBTS",2013,50,306,0,0
"longnose skate","WA","NWFSC WCGBTS",2014,63,468,0,0
"longnose skate","WA","NWFSC WCGBTS",2015,72,678,0,0
"longnose skate","WA","NWFSC WCGBTS",2016,47,471,0,45
"longnose skate","WA","NWFSC WCGBTS",2017,61,438,0,61
"longnose skate","WA","NWFSC WCGBTS",2018,54,414,0,52
"longnose skate","WA","NWFSC WCGBTS",2019,37,281,0,37
"longnose skate","WA","NWFSC WCGBTS",2021,56,485,0,56
"longnose skate","WA","NWFSC WCGBTS",2022,37,261,0,0
"longnose skate","WA","NWFSC WCGBTS",2023,70,520,0,0
"longnose skate","WA","NWFSC WCGBTS",2024,60,464,0,59
"longspine thornyhead","CA","NWFSC WCGBTS",2003,92,8087,0,452
"longspine thornyhead","CA","NWFSC WCGBTS",2004,91,6896,0,441
"longspine thornyhead","CA","NWFSC WCGBTS",2005,137,7486,0,664
"longspine thornyhead","CA","NWFSC WCGBTS",2006,153,5518,0,597
"longspine thornyhead","CA","NWFSC WCGBTS",2007,148,3640,0,582
"longspine thornyhead","CA","NWFSC WCGBTS",2008,169,2296,0,651
"longspine thornyhead","CA","NWFSC WCGBTS",2009,157,1862,0,624
"longspine thornyhead","CA","NWFSC WCGBTS",2010,183,2016,0,715
"longspine thornyhead","CA","NWFSC WCGBTS",2011,148,3123,0,581
"longspine thornyhead","CA","NWFSC WCGBTS",2012,149,2920,0,588
"longspine thornyhead","CA","NWFSC WCGBTS",2013,100,2045,0,380
"longspine thornyhead","CA","NWFSC WCGBTS",2014,145,3011,0,557
"longspine thornyhead","CA","NWFSC WCGBTS",2015,163,3360,0,640
"longspine thornyhead","CA","NWFSC WCGBTS",2016,156,3161,0,320
"longspine thornyhead","CA","NWFSC WCGBTS",2017,153,3069,0,315
"longspine thornyhead","CA","NWFSC WCGBTS",2018,166,3250,0,332
"longspine thornyhead","CA","NWFSC WCGBTS",2019,69,1256,0,134
"longspine thornyhead","CA","NWFSC WCGBTS",2021,137,2695,0,270
"longspine thornyhead","CA","NWFSC WCGBTS",2022,128,2430,0,249
"longspine thornyhead","CA","NWFSC WCGBTS",2023,130,2527,0,261
"longspine thornyhead","CA","NWFSC WCGBTS",2024,127,2570,0,254
"longspine thornyhead","OR","NWFSC WCGBTS",2003,64,4989,0,311
"longspine thornyhead","OR","NWFSC WCGBTS",2004,46,3600,0,231
"longspine thornyhead","OR","NWFSC WCGBTS",2005,66,4175,0,320
"longspine thornyhead","OR","NWFSC WCGBTS",2006,61,2487,0,240
"longspine thornyhead","OR","NWFSC WCGBTS",2007,70,1793,0,253
"longspine thornyhead","OR","NWFSC WCGBTS",2008,65,952,0,234
"longspine thornyhead","OR","NWFSC WCGBTS",2009,63,950,0,244
"longspine thornyhead","OR","NWFSC WCGBTS",2010,60,772,0,236
"longspine thornyhead","OR","NWFSC WCGBTS",2011,74,1425,0,296
"longspine thornyhead","OR","NWFSC WCGBTS",2012,57,1045,0,219
"longspine thornyhead","OR","NWFSC WCGBTS",2013,39,755,0,151
"longspine thornyhead","OR","NWFSC WCGBTS",2014,65,1217,0,250
"longspine thornyhead","OR","NWFSC WCGBTS",2015,64,1255,0,236
"longspine thornyhead","OR","NWFSC WCGBTS",2016,69,1297,0,157
"longspine thornyhead","OR","NWFSC WCGBTS",2017,60,1095,0,117
"longspine thornyhead","OR","NWFSC WCGBTS",2018,58,1155,0,116
"longspine thornyhead","OR","NWFSC WCGBTS",2019,25,440,0,50
"longspine thornyhead","OR","NWFSC WCGBTS",2021,63,1175,0,126
"longspine thornyhead","OR","NWFSC WCGBTS",2022,57,1089,0,112
"longspine thornyhead","OR","NWFSC WCGBTS",2023,46,922,0,93
"longspine thornyhead","OR","NWFSC WCGBTS",2024,61,1220,0,119
"longspine thornyhead","WA","NWFSC WCGBTS",2003,39,2399,0,192
"longspine thornyhead","WA","NWFSC WCGBTS",2004,13,627,0,65
"longspine thornyhead","WA","NWFSC WCGBTS",2005,25,1869,0,119
"longspine thornyhead","WA","NWFSC WCGBTS",2006,23,1076,0,93
"longspine thornyhead","WA","NWFSC WCGBTS",2007,32,765,0,123
"longspine thornyhead","WA","NWFSC WCGBTS",2008,27,387,0,104
"longspine thornyhead","WA","NWFSC WCGBTS",2009,22,298,0,88
"longspine thornyhead","WA","NWFSC WCGBTS",2010,21,294,0,81
"longspine thornyhead","WA","NWFSC WCGBTS",2011,32,640,0,125
"longspine thornyhead","WA","NWFSC WCGBTS",2012,42,995,0,173
"longspine thornyhead","WA","NWFSC WCGBTS",2013,23,485,0,90
"longspine thornyhead","WA","NWFSC WCGBTS",2014,27,623,0,109
"longspine thornyhead","WA","NWFSC WCGBTS",2015,10,204,0,40
"longspine thornyhead","WA","NWFSC WCGBTS",2016,20,405,0,52
"longspine thornyhead","WA","NWFSC WCGBTS",2017,21,424,0,42
"longspine thornyhead","WA","NWFSC WCGBTS",2018,23,451,0,45
"longspine thornyhead","WA","NWFSC WCGBTS",2019,17,258,0,35
"longspine thornyhead","WA","NWFSC WCGBTS",2021,26,506,0,51
"longspine thornyhead","WA","NWFSC WCGBTS",2022,13,270,0,24
"longspine thornyhead","WA","NWFSC WCGBTS",2023,35,757,0,70
"longspine thornyhead","WA","NWFSC WCGBTS",2024,27,537,0,56
"petrale sole","CA","NWFSC HKL",2014,1,1,0,0
"petrale sole","CA","NWFSC HKL",2019,1,1,0,0
"petrale sole","CA","NWFSC HKL",2024,1,2,0,0
"petrale sole","CA","NWFSC WCGBTS",2003,87,1393,452,288
"petrale sole","CA","NWFSC WCGBTS",2004,94,1712,341,519
"petrale sole","CA","NWFSC WCGBTS",2005,125,2112,422,368
"petrale sole","CA","NWFSC WCGBTS",2006,102,1621,371,14
"petrale sole","CA","NWFSC WCGBTS",2007,104,1437,377,12
"petrale sole","CA","NWFSC WCGBTS",2008,112,1519,336,87
"petrale sole","CA","NWFSC WCGBTS",2009,142,1695,435,87
"petrale sole","CA","NWFSC WCGBTS",2010,159,2549,449,202
"petrale sole","CA","NWFSC WCGBTS",2011,155,2759,442,192
"petrale sole","CA","NWFSC WCGBTS",2012,144,2481,420,195
"petrale sole","CA","NWFSC WCGBTS",2013,93,1463,350,1
"petrale sole","CA","NWFSC WCGBTS",2014,147,2034,394,133
"petrale sole","CA","NWFSC WCGBTS",2015,138,1799,404,107
"petrale sole","CA","NWFSC WCGBTS",2016,137,1801,380,13
"petrale sole","CA","NWFSC WCGBTS",2017,130,1718,355,0
"petrale sole","CA","NWFSC WCGBTS",2018,133,1595,355,1
"petrale sole","CA","NWFSC WCGBTS",2019,58,658,220,0
"petrale sole","CA","NWFSC WCGBTS",2021,126,1503,336,189
"petrale sole","CA","NWFSC WCGBTS",2022,121,1263,326,4
"petrale sole","CA","NWFSC WCGBTS",2023,113,1262,0,292
"petrale sole","CA","NWFSC WCGBTS",2024,118,1303,0,312
"petrale sole","OR","NWFSC WCGBTS",2003,55,592,134,223
"petrale sole","OR","NWFSC WCGBTS",2004,73,1042,210,398
"petrale sole","OR","NWFSC WCGBTS",2005,109,1990,243,514
"petrale sole","OR","NWFSC WCGBTS",2006,100,1524,283,133
"petrale sole","OR","NWFSC WCGBTS",2007,100,1506,215,175
"petrale sole","OR","NWFSC WCGBTS",2008,95,1088,263,147
"petrale sole","OR","NWFSC WCGBTS",2009,85,1091,219,136
"petrale sole","OR","NWFSC WCGBTS",2010,100,2362,204,244
"petrale sole","OR","NWFSC WCGBTS",2011,99,1922,218,214
"petrale sole","OR","NWFSC WCGBTS",2012,98,2053,237,216
"petrale sole","OR","NWFSC WCGBTS",2013,79,1223,296,0
"petrale sole","OR","NWFSC WCGBTS",2014,115,1787,232,215
"petrale sole","OR","NWFSC WCGBTS",2015,105,1518,207,182
"petrale sole","OR","NWFSC WCGBTS",2016,119,1891,355,5
"petrale sole","OR","NWFSC WCGBTS",2017,128,1853,359,4
"petrale sole","OR","NWFSC WCGBTS",2018,106,1502,301,3
"petrale sole","OR","NWFSC WCGBTS",2019,58,650,232,1
"petrale sole","OR","NWFSC WCGBTS",2021,114,1562,309,181
"petrale sole","OR","NWFSC WCGBTS",2022,118,1691,340,3
"petrale sole","OR","NWFSC WCGBTS",2023,102,1406,0,291
"petrale sole","OR","NWFSC WCGBTS",2024,111,1322,0,304
"petrale sole","WA","NWFSC WCGBTS",2003,54,846,175,322
"petrale sole","WA","NWFSC WCGBTS",2004,45,589,173,212
"petrale sole","WA","NWFSC WCGBTS",2005,44,453,87,211
"petrale sole","WA","NWFSC WCGBTS",2006,42,455,106,53
"petrale sole","WA","NWFSC WCGBTS",2007,53,466,98,102
"petrale sole","WA","NWFSC WCGBTS",2008,51,454,151,46
"petrale sole","WA","NWFSC WCGBTS",2009,49,600,122,60
"petrale sole","WA","NWFSC WCGBTS",2010,65,1134,145,145
"petrale sole","WA","NWFSC WCGBTS",2011,66,1495,139,155
"petrale sole","WA","NWFSC WCGBTS",2012,51,790,113,96
"petrale sole","WA","NWFSC WCGBTS",2013,45,735,193,0
"petrale sole","WA","NWFSC WCGBTS",2014,69,973,136,124
"petrale sole","WA","NWFSC WCGBTS",2015,68,911,136,117
"petrale sole","WA","NWFSC WCGBTS",2016,53,693,158,5
"petrale sole","WA","NWFSC WCGBTS",2017,56,674,171,0
"petrale sole","WA","NWFSC WCGBTS",2018,53,687,155,2
"petrale sole","WA","NWFSC WCGBTS",2019,39,489,169,2
"petrale sole","WA","NWFSC WCGBTS",2021,52,704,153,75
"petrale sole","WA","NWFSC WCGBTS",2022,34,463,96,0
"petrale sole","WA","NWFSC WCGBTS",2023,65,1010,0,203
"petrale sole","WA","NWFSC WCGBTS",2024,60,728,0,159
"quillback rockfish","OR","NWFSC WCGBTS",2003,1,2,0,0
"quillback rockfish","OR","NWFSC WCGBTS",2006,1,2,2,0
"quillback rockfish","OR","NWFSC WCGBTS",2007,1,1,1,0
"quillback rockfish","OR","NWFSC WCGBTS",2008,3,37,22,0
"quillback rockfish","OR","NWFSC WCGBTS",2009,2,3,3,0
"quillback rockfish","OR","NWFSC WCGBTS",2010,1,1,1,0
"quillback rockfish","OR","NWFSC WCGBTS",2011,4,6,6,0
"quillback rockfish","OR","NWFSC WCGBTS",2013,1,1,1,0
"quillback rockfish","OR","NWFSC WCGBTS",2014,2,4,3,1
"quillback rockfish","OR","NWFSC WCGBTS",2015,3,5,5,0
"quillback rockfish","OR","NWFSC WCGBTS",2016,3,8,8,0
"quillback rockfish","OR","NWFSC WCGBTS",2017,1,3,3,0
"quillback rockfish","OR","NWFSC WCGBTS",2018,6,16,16,0
"quillback rockfish","OR","NWFSC WCGBTS",2019,2,11,11,0
"quillback rockfish","OR","NWFSC WCGBTS",2021,4,8,0,8
"quillback rockfish","OR","NWFSC WCGBTS",2022,2,8,0,8
"quillback rockfish","OR","NWFSC WCGBTS",2023,2,3,0,3
"quillback rockfish","OR","NWFSC WCGBTS",2024,2,5,5,0
"quillback rockfish","WA","NWFSC WCGBTS",2003,1,1,0,0
"quillback rockfish","WA","NWFSC WCGBTS",2005,2,2,2,0
"quillback rockfish","WA","NWFSC WCGBTS",2006,1,1,1,0
"quillback rockfish","WA","NWFSC WCGBTS",2010,1,1,1,0
"quillback rockfish","WA","NWFSC WCGBTS",2012,4,46,26,0
"quillback rockfish","WA","NWFSC WCGBTS",2014,5,17,17,0
"quillback rockfish","WA","NWFSC WCGBTS",2015,3,3,3,0
"quillback rockfish","WA","NWFSC WCGBTS",2016,1,1,1,0
"quillback rockfish","WA","NWFSC WCGBTS",2017,3,9,9,0
"quillback rockfish","WA","NWFSC WCGBTS",2018,2,5,5,0
"quillback rockfish","WA","NWFSC WCGBTS",2019,1,5,5,0
"quillback rockfish","WA","NWFSC WCGBTS",2021,2,4,0,4
"quillback rockfish","WA","NWFSC WCGBTS",2022,2,5,0,5
"quillback rockfish","WA","NWFSC WCGBTS",2024,3,5,5,0
"redbanded rockfish","CA","NWFSC WCGBTS",2003,19,51,0,33
"redbanded rockfish","CA","NWFSC WCGBTS",2004,10,26,0,26
"redbanded rockfish","CA","NWFSC WCGBTS",2005,13,44,0,44
"redbanded rockfish","CA","NWFSC WCGBTS",2006,12,46,0,39
"redbanded rockfish","CA","NWFSC WCGBTS",2007,12,30,0,30
"redbanded rockfish","CA","NWFSC WCGBTS",2008,15,26,0,26
"redbanded rockfish","CA","NWFSC WCGBTS",2009,14,24,0,24
"redbanded rockfish","CA","NWFSC WCGBTS",2010,4,35,0,35
"redbanded rockfish","CA","NWFSC WCGBTS",2011,10,22,0,22
"redbanded rockfish","CA","NWFSC WCGBTS",2012,16,43,0,43
"redbanded rockfish","CA","NWFSC WCGBTS",2013,12,73,0,73
"redbanded rockfish","CA","NWFSC WCGBTS",2014,17,75,0,75
"redbanded rockfish","CA","NWFSC WCGBTS",2015,12,36,0,36
"redbanded rockfish","CA","NWFSC WCGBTS",2016,10,29,0,29
"redbanded rockfish","CA","NWFSC WCGBTS",2017,21,80,0,80
"redbanded rockfish","CA","NWFSC WCGBTS",2018,16,57,0,57
"redbanded rockfish","CA","NWFSC WCGBTS",2019,6,46,0,39
"redbanded rockfish","CA","NWFSC WCGBTS",2021,21,78,0,78
"redbanded rockfish","CA","NWFSC WCGBTS",2022,19,57,0,57
"redbanded rockfish","CA","NWFSC WCGBTS",2023,18,87,0,87
"redbanded rockfish","CA","NWFSC WCGBTS",2024,16,49,0,49
"redbanded rockfish","OR","NWFSC WCGBTS",2003,28,106,0,54
"redbanded rockfish","OR","NWFSC WCGBTS",2004,21,75,0,75
